Bien jurídico afectado;(Todas);;
Tipo de delito;(Todas);;
Subtipo de delito;(Todas);;
Modalidad;(Todas);;
;;;
Suma de Total;;;Etiquetas de columna
México;15018;Calimaya;370
México;15019;Capulhuac;180
México;15020;Coacalco de Berriozábal;1937
México;15021;Coatepec Harinas;129
México;15022;Cocotitlán;125
México;15023;Coyotepec;331
México;15024;Cuautitlán;1352
México;15025;Chalco;3738
México;15026;Chapa de Mota;78
México;15027;Chapultepec;127
México;15028;Chiautla;193
México;15029;Chicoloapan;1068
México;15030;Chiconcuac;222
México;15031;Chimalhuacán;4130
México;15032;Donato Guerra;94
México;15033;Ecatepec de Morelos;10999
México;15034;Ecatzingo;28
México;15035;Huehuetoca;1344
México;15036;Hueypoxtla;150
México;15037;Huixquilucan;1349
México;15038;Isidro Fabela;78
México;15039;Ixtapaluca;3660
México;15040;Ixtapan de la Sal;230
México;15041;Ixtapan del Oro;5
México;15042;Ixtlahuaca;589
México;15043;Xalatlaco;139
México;15044;Jaltenco;129
México;15045;Jilotepec;551
México;15046;Jilotzingo;111
México;15047;Jiquipilco;246
México;15048;Jocotitlán;286
México;15049;Joquicingo;82
México;15050;Juchitepec;137
México;15051;Lerma;1077
México;15052;Malinalco;170
México;15053;Melchor Ocampo;382
México;15054;Metepec;2184
México;15055;Mexicaltzingo;98
México;15056;Morelos;98
México;15057;Naucalpan de Juárez;6298
México;15058;Nezahualcóyotl;6223
México;15059;Nextlalpan;392
México;15060;Nicolás Romero;2286
México;15061;Nopaltepec;111
México;15062;Ocoyoacac;517
México;15063;Ocuilan;170
México;15064;El Oro;140
México;15065;Otumba;239
México;15066;Otzoloapan;7
México;15067;Otzolotepec;385
México;15068;Ozumba;169
México;15069;Papalotla;30
México;15070;La Paz;2148
México;15071;Polotitlán;94
México;15072;Rayón;69
México;15073;San Antonio la Isla;148
México;15074;San Felipe del Progreso;266
México;15075;San Martín de las Pirámides;199
México;15076;San Mateo Atenco;743
México;15077;San Simón de Guerrero;12
México;15078;Santo Tomás;29
México;15079;Soyaniquilpan de Juárez;106
México;15080;Sultepec;48
México;15081;Tecámac;3572
México;15082;Tejupilco;238
México;15083;Temamatla;88
México;15084;Temascalapa;175
México;15085;Temascalcingo;245
México;15086;Temascaltepec;56
México;15087;Temoaya;389
México;15088;Tenancingo;784
México;15089;Tenango del Aire;61
México;15090;Tenango del Valle;573
México;15091;Teoloyucan;614
México;15092;Teotihuacán;441
México;15093;Tepetlaoxtoc;159
México;15094;Tepetlixpa;113
México;15095;Tepotzotlán;715
México;15096;Tequixquiac;160
México;15097;Texcaltitlán;41
México;15098;Texcalyacac;27
México;15099;Texcoco;2395
México;15100;Tezoyuca;375
México;15101;Tianguistenco;456
México;15102;Timilpan;61
México;15103;Tlalmanalco;314
México;15104;Tlalnepantla de Baz;4944
México;15105;Tlatlaya;10
México;15106;Toluca;8497
México;15107;Tonatico;73
México;15108;Tultepec;1043
México;15109;Tultitlán;3237
México;15110;Valle de Bravo;542
México;15111;Villa de Allende;120
México;15112;Villa del Carbón;182
México;15113;Villa Guerrero;256
México;15114;Villa Victoria;337
México;15115;Xonacatlán;394
México;15116;Zacazonapan;7
México;15117;Zacualpan;20
México;15118;Zinacantepec;1197
México;15119;Zumpahuacán;66
México;15120;Zumpango;2393
México;15121;Cuautitlán Izcalli;5009
México;15122;Valle de Chalco Solidaridad;2650
México;15123;Luvianos;35
México;15124;San José del Rincón;177
México;15125;Tonanitla;82
México;15999;No especificado;0
Michoacán de Ocampo;16001;Acuitzio;45
Michoacán de Ocampo;16002;Aguililla;11
Michoacán de Ocampo;16003;Álvaro Obregón;56
Michoacán de Ocampo;16004;Angamacutiro;26
Michoacán de Ocampo;16005;Angangueo;31
Michoacán de Ocampo;16006;Apatzingán;608
Michoacán de Ocampo;16007;Aporo;7
Michoacán de Ocampo;16008;Aquila;32
Michoacán de Ocampo;16009;Ario;111
Michoacán de Ocampo;16010;Arteaga;34
Michoacán de Ocampo;16011;Briseñas;8
Michoacán de Ocampo;16012;Buenavista;105
Michoacán de Ocampo;16013;Carácuaro;4
Michoacán de Ocampo;16014;Coahuayana;40
Michoacán de Ocampo;16015;Coalcomán de Vázquez Pallares;41
Michoacán de Ocampo;16016;Coeneo;26
Michoacán de Ocampo;16017;Contepec;43
Michoacán de Ocampo;16018;Copándaro;34
Michoacán de Ocampo;16019;Cotija;29
Michoacán de Ocampo;16020;Cuitzeo;74
Michoacán de Ocampo;16021;Charapan;18
Michoacán de Ocampo;16022;Charo;135
Michoacán de Ocampo;16023;Chavinda;13
Michoacán de Ocampo;16024;Cherán;20
Michoacán de Ocampo;16025;Chilchota;73
Michoacán de Ocampo;16026;Chinicuila;13
Michoacán de Ocampo;16027;Chucándiro;8
Michoacán de Ocampo;16028;Churintzio;15
Michoacán de Ocampo;16029;Churumuco;5
Michoacán de Ocampo;16030;Ecuandureo;32
Michoacán de Ocampo;16031;Epitacio Huerta;15
Michoacán de Ocampo;16032;Erongarícuaro;38
Michoacán de Ocampo;16033;Gabriel Zamora;32
Michoacán de Ocampo;16034;Hidalgo;234
Michoacán de Ocampo;16035;La Huacana;12
Michoacán de Ocampo;16036;Huandacareo;23
Michoacán de Ocampo;16037;Huaniqueo;8
Michoacán de Ocampo;16038;Huetamo;127
Michoacán de Ocampo;16039;Huiramba;18
Michoacán de Ocampo;16040;Indaparapeo;34
Michoacán de Ocampo;16041;Irimbo;23
Michoacán de Ocampo;16042;Ixtlán;21
Michoacán de Ocampo;16043;Jacona;325
Michoacán de Ocampo;16044;Jiménez;17
Michoacán de Ocampo;16045;Jiquilpan;160
Michoacán de Ocampo;16046;Juárez;13
Michoacán de Ocampo;16047;Jungapeo;26
Michoacán de Ocampo;16048;Lagunillas;31
Michoacán de Ocampo;16049;Madero;58
Michoacán de Ocampo;16050;Maravatío;175
Michoacán de Ocampo;16051;Marcos Castellanos;25
Michoacán de Ocampo;16052;Lázaro Cárdenas;934
Michoacán de Ocampo;16053;Morelia;5922
Michoacán de Ocampo;16054;Morelos;25
Michoacán de Ocampo;16055;Múgica;107
Michoacán de Ocampo;16056;Nahuatzen;46
Michoacán de Ocampo;16057;Nocupétaro;18
Michoacán de Ocampo;16058;Nuevo Parangaricutiro;30
Michoacán de Ocampo;16059;Nuevo Urecho;13
Michoacán de Ocampo;16060;Numarán;39
Michoacán de Ocampo;16061;Ocampo;32
Michoacán de Ocampo;16062;Pajacuarán;18
Michoacán de Ocampo;16063;Panindícuaro;13
Michoacán de Ocampo;16064;Parácuaro;51
Michoacán de Ocampo;16065;Paracho;71
Michoacán de Ocampo;16066;Pátzcuaro;448
Michoacán de Ocampo;16067;Penjamillo;21
Michoacán de Ocampo;16068;Peribán;47
Michoacán de Ocampo;16069;La Piedad;549
Michoacán de Ocampo;16070;Purépero;22
Michoacán de Ocampo;16071;Puruándiro;161
Michoacán de Ocampo;16072;Queréndaro;56
Michoacán de Ocampo;16073;Quiroga;99
Michoacán de Ocampo;16074;Cojumatlán de Régules;8
Michoacán de Ocampo;16075;Los Reyes;145
Michoacán de Ocampo;16076;Sahuayo;242
Michoacán de Ocampo;16077;San Lucas;9
Michoacán de Ocampo;16078;Santa Ana Maya;13
Michoacán de Ocampo;16079;Salvador Escalante;152
Michoacán de Ocampo;16080;Senguio;19
Michoacán de Ocampo;16081;Susupuato;2
Michoacán de Ocampo;16082;Tacámbaro;164
Michoacán de Ocampo;16083;Tancítaro;58
Michoacán de Ocampo;16084;Tangamandapio;61
Michoacán de Ocampo;16085;Tangancícuaro;79
Michoacán de Ocampo;16086;Tanhuato;26
Michoacán de Ocampo;16087;Taretan;44
Michoacán de Ocampo;16088;Tarímbaro;493
Michoacán de Ocampo;16089;Tepalcatepec;44
Michoacán de Ocampo;16090;Tingambato;72
Michoacán de Ocampo;16091;Tingüindín;39
Michoacán de Ocampo;16092;Tiquicheo de Nicolás Romero;6
Michoacán de Ocampo;16093;Tlalpujahua;76
Michoacán de Ocampo;16094;Tlazazalca;11
Michoacán de Ocampo;16095;Tocumbo;18
Michoacán de Ocampo;16096;Tumbiscatío;2
Michoacán de Ocampo;16097;Turicato;20
Michoacán de Ocampo;16098;Tuxpan;50
Michoacán de Ocampo;16099;Tuzantla;16
Michoacán de Ocampo;16100;Tzintzuntzan;55
Michoacán de Ocampo;16101;Tzitzio;15
Michoacán de Ocampo;16102;Uruapan;1861
Michoacán de Ocampo;16103;Venustiano Carranza;46
Michoacán de Ocampo;16104;Villamar;40
Michoacán de Ocampo;16105;Vista Hermosa;37
Michoacán de Ocampo;16106;Yurécuaro;77
Michoacán de Ocampo;16107;Zacapu;143
Michoacán de Ocampo;16108;Zamora;865
Michoacán de Ocampo;16109;Zináparo;2
Michoacán de Ocampo;16110;Zinapécuaro;134
Michoacán de Ocampo;16111;Ziracuaretiro;52
Michoacán de Ocampo;16112;Zitácuaro;692
Michoacán de Ocampo;16113;José Sixto Verduzco;39
Michoacán de Ocampo;16999;No especificado;0
Morelos;17001;Amacuzac;38
Morelos;17002;Atlatlahucan;101
Morelos;17003;Axochiapan;139
Morelos;17004;Ayala;355
Morelos;17005;Coatlán del Río;17
Morelos;17006;Cuautla;2529
Morelos;17007;Cuernavaca;4408
Morelos;17008;Emiliano Zapata;806
Morelos;17009;Huitzilac;279
Morelos;17010;Jantetelco;68
Morelos;17011;Jiutepec;1498
Morelos;17012;Jojutla;710
Morelos;17013;Jonacatepec de Leandro Valle;90
Morelos;17014;Mazatepec;76
Morelos;17015;Miacatlán;49
Morelos;17016;Ocuituco;50
Morelos;17017;Puente de Ixtla;256
Morelos;17018;Temixco;1039
Morelos;17019;Tepalcingo;128
Morelos;17020;Tepoztlán;323
Morelos;17021;Tetecala;99
Morelos;17022;Tetela del Volcán;30
Morelos;17023;Tlalnepantla;84
Morelos;17024;Tlaltizapán de Zapata;176
Morelos;17025;Tlaquiltenango;139
Morelos;17026;Tlayacapan;120
Morelos;17027;Totolapan;35
Morelos;17028;Xochitepec;614
Morelos;17029;Yautepec;887
Morelos;17030;Yecapixtla;308
Morelos;17031;Zacatepec;187
Morelos;17032;Zacualpan de Amilpas;12
Morelos;17033;Temoac;62
Morelos;17034;Coatetelco;36
Morelos;17035;Xoxocotla;42
Morelos;17036;Hueyapan;4
Morelos;17999;No especificado;0
Nayarit;18001;Acaponeta;154
Nayarit;18002;Ahuacatlán;24
Nayarit;18003;Amatlán de Cañas;39
Nayarit;18004;Compostela;241
Nayarit;18005;Huajicori;20
Nayarit;18006;Ixtlán del Río;77
Nayarit;18007;Jala;24
Nayarit;18008;Xalisco;110
Nayarit;18009;Del Nayar;12
Nayarit;18010;Rosamorada;96
Nayarit;18011;Ruíz;40
Nayarit;18012;San Blas;59
Nayarit;18013;San Pedro Lagunillas;39
Nayarit;18014;Santa María del Oro;21
Nayarit;18015;Santiago Ixcuintla;170
Nayarit;18016;Tecuala;89
Nayarit;18017;Tepic;1678
Nayarit;18018;Tuxpan;57
Nayarit;18019;La Yesca;12
Nayarit;18020;Bahía de Banderas;411
Nayarit;18999;No especificado;0
Nuevo León;19001;Abasolo;20
Nuevo León;19002;Agualeguas;3
Nuevo León;19003;Los Aldamas;0
Nuevo León;19004;Allende;123
Nuevo León;19005;Anáhuac;66
Nuevo León;19006;Apodaca;2224
Nuevo León;19007;Aramberri;30
Nuevo León;19008;Bustamante;21
Nuevo León;19009;Cadereyta Jiménez;504
Nuevo León;19010;El Carmen;511
Nuevo León;19011;Cerralvo;27
Nuevo León;19012;Ciénega de Flores;390
Nuevo León;19013;China;33
Nuevo León;19014;Doctor Arroyo;98
Nuevo León;19015;Doctor Coss;3
Nuevo León;19016;Doctor González;15
Nuevo León;19017;Galeana;140
Nuevo León;19018;García;1748
Nuevo León;19019;San Pedro Garza García;583
Nuevo León;19020;General Bravo;28
Nuevo León;19021;General Escobedo;1619
Nuevo León;19022;General Terán;52
Nuevo León;19023;General Treviño;4
Nuevo León;19024;General Zaragoza;12
Nuevo León;19025;General Zuazua;391
Nuevo León;19026;Guadalupe;2180
Nuevo León;19027;Los Herreras;6
Nuevo León;19028;Higueras;8
Nuevo León;19029;Hualahuises;15
Nuevo León;19030;Iturbide;5
Nuevo León;19031;Juárez;2036
Nuevo León;19032;Lampazos de Naranjo;34
Nuevo León;19033;Linares;289
Nuevo León;19034;Marín;12
Nuevo León;19035;Melchor Ocampo;1
Nuevo León;19036;Mier y Noriega;9
Nuevo León;19037;Mina;17
Nuevo León;19038;Montemorelos;321
Nuevo León;19039;Monterrey;6033
Nuevo León;19040;Parás;2
Nuevo León;19041;Pesquería;656
Nuevo León;19042;Los Ramones;27
Nuevo León;19043;Rayones;8
Nuevo León;19044;Sabinas Hidalgo;132
Nuevo León;19045;Salinas Victoria;562
Nuevo León;19046;San Nicolás de los Garza;1319
Nuevo León;19047;Hidalgo;50
Nuevo León;19048;Santa Catarina;875
Nuevo León;19049;Santiago;262
Nuevo León;19050;Vallecillo;37
Nuevo León;19051;Villaldama;25
Nuevo León;19999;No especificado;0
Oaxaca;20001;Abejones;0
Oaxaca;20002;Acatlán de Pérez Figueroa;61
Oaxaca;20003;Asunción Cacalotepec;1
Oaxaca;20004;Asunción Cuyotepeji;3
Oaxaca;20005;Asunción Ixtaltepec;26
Oaxaca;20006;Asunción Nochixtlán;58
Oaxaca;20007;Asunción Ocotlán;7
Oaxaca;20008;Asunción Tlacolulita;0
Oaxaca;20009;Ayotzintepec;16
Oaxaca;20010;El Barrio de la Soledad;16
Oaxaca;20011;Calihualá;3
Oaxaca;20012;Candelaria Loxicha;9
Oaxaca;20013;Ciénega de Zimatlán;4
Oaxaca;20014;Ciudad Ixtepec;73
Oaxaca;20015;Coatecas Altas;2
Oaxaca;20016;Coicoyán de las Flores;1
Oaxaca;20017;La Compañía;3
Oaxaca;20018;Concepción Buenavista;1
Oaxaca;20019;Concepción Pápalo;3
Oaxaca;20020;Constancia del Rosario;1
Oaxaca;20021;Cosolapa;16
Oaxaca;20022;Cosoltepec;0
Oaxaca;20023;Cuilápam de Guerrero;65
Oaxaca;20024;Cuyamecalco Villa de Zaragoza;1
Oaxaca;20025;Chahuites;14
Oaxaca;20026;Chalcatongo de Hidalgo;18
Oaxaca;20027;Chiquihuitlán de Benito Juárez;2
Oaxaca;20028;Heroica Ciudad de Ejutla de Crespo;72
Oaxaca;20029;Eloxochitlán de Flores Magón;4
Oaxaca;20030;El Espinal;26
Oaxaca;20031;Tamazulápam del Espíritu Santo;9
Oaxaca;20032;Fresnillo de Trujano;0
Oaxaca;20033;Guadalupe Etla;3
Oaxaca;20034;Guadalupe de Ramírez;2
Oaxaca;20035;Guelatao de Juárez;2
Oaxaca;20036;Guevea de Humboldt;1
Oaxaca;20037;Mesones Hidalgo;3
Oaxaca;20038;Villa Hidalgo Yalálag;0
Oaxaca;20039;Heroica Ciudad de Huajuapan de León;341
Oaxaca;20040;Huautepec;4
Oaxaca;20041;Huautla de Jiménez;43
Oaxaca;20042;Ixtlán de Juárez;21
Oaxaca;20043;Heroica Ciudad de Juchitán de Zaragoza;339
Oaxaca;20044;Loma Bonita;67
Oaxaca;20045;Magdalena Apasco;13
Oaxaca;20046;Magdalena Jaltepec;2
Oaxaca;20047;Santa Magdalena Jicotlán;0
Oaxaca;20048;Magdalena Mixtepec;1
Oaxaca;20049;Magdalena Ocotlán;4
Oaxaca;20050;Magdalena Peñasco;1
Oaxaca;20051;Magdalena Teitipac;9
Oaxaca;20052;Magdalena Tequisistlán;8
Oaxaca;20053;Magdalena Tlacotepec;2
Oaxaca;20054;Magdalena Zahuatlán;0
Oaxaca;20055;Mariscala de Juárez;2
Oaxaca;20056;Mártires de Tacubaya;2
Oaxaca;20057;Matías Romero Avendaño;68
Oaxaca;20058;Mazatlán Villa de Flores;20
Oaxaca;20059;Heroica Ciudad de Miahuatlán de Porfirio Díaz;130
Oaxaca;20060;Mixistlán de la Reforma;1
Oaxaca;20061;Monjas;1
Oaxaca;20062;Natividad;1
Oaxaca;20063;Nazareno Etla;6
Oaxaca;20064;Nejapa de Madero;4
Oaxaca;20065;Ixpantepec Nieves;1
Oaxaca;20066;Santiago Niltepec;10
Oaxaca;20067;Oaxaca de Juárez;1568
Oaxaca;20068;Ocotlán de Morelos;83
Oaxaca;20069;La Pe;3
Oaxaca;20070;Pinotepa de Don Luis;16
Oaxaca;20071;Pluma Hidalgo;3
Oaxaca;20072;San José del Progreso;4
Oaxaca;20073;Putla Villa de Guerrero;75
Oaxaca;20074;Santa Catarina Quioquitani;1
Oaxaca;20075;Reforma de Pineda;6
Oaxaca;20076;La Reforma;1
Oaxaca;20077;Reyes Etla;16
Oaxaca;20078;Rojas de Cuauhtémoc;1
Oaxaca;20079;Salina Cruz;318
Oaxaca;20080;San Agustín Amatengo;6
Oaxaca;20081;San Agustín Atenango;0
Oaxaca;20082;San Agustín Chayuco;2
Oaxaca;20083;San Agustín de las Juntas;31
Oaxaca;20084;San Agustín Etla;9
Oaxaca;20085;San Agustín Loxicha;10
Oaxaca;20086;San Agustín Tlacotepec;0
Oaxaca;20087;San Agustín Yatareni;15
Oaxaca;20088;San Andrés Cabecera Nueva;2
Oaxaca;20089;San Andrés Dinicuiti;4
Oaxaca;20090;San Andrés Huaxpaltepec;6
Oaxaca;20091;San Andrés Huayápam;14
Oaxaca;20092;San Andrés Ixtlahuaca;1
Oaxaca;20093;San Andrés Lagunas;0
Oaxaca;20094;San Andrés Nuxiño;0
Oaxaca;20095;San Andrés Paxtlán;1
Oaxaca;20096;San Andrés Sinaxtla;0
Oaxaca;20097;San Andrés Solaga;0
Oaxaca;20098;San Andrés Teotilálpam;1
Oaxaca;20099;San Andrés Tepetlapa;0
Oaxaca;20100;San Andrés Yaá;0
Oaxaca;20101;San Andrés Zabache;0
Oaxaca;20102;San Andrés Zautla;9
Oaxaca;20103;San Antonino Castillo Velasco;16
Oaxaca;20104;San Antonino el Alto;1
Oaxaca;20105;San Antonino Monte Verde;0
Oaxaca;20106;San Antonio Acutla;0
Oaxaca;20107;San Antonio de la Cal;69
Oaxaca;20108;San Antonio Huitepec;0
Oaxaca;20109;San Antonio Nanahuatípam;1
Oaxaca;20110;San Antonio Sinicahua;2
Oaxaca;20111;San Antonio Tepetlapa;3
Oaxaca;20112;San Baltazar Chichicápam;4
Oaxaca;20113;San Baltazar Loxicha;1
Oaxaca;20114;San Baltazar Yatzachi el Bajo;0
Oaxaca;20115;San Bartolo Coyotepec;65
Oaxaca;20116;San Bartolomé Ayautla;3
Oaxaca;20117;San Bartolomé Loxicha;1
Oaxaca;20118;San Bartolomé Quialana;2
Oaxaca;20119;San Bartolomé Yucuañe;0
Oaxaca;20120;San Bartolomé Zoogocho;2
Oaxaca;20121;San Bartolo Soyaltepec;0
Oaxaca;20122;San Bartolo Yautepec;0
Oaxaca;20123;San Bernardo Mixtepec;2
Oaxaca;20124;Heroica Villa de San Blas Atempa;33
Oaxaca;20125;San Carlos Yautepec;9
Oaxaca;20126;San Cristóbal Amatlán;2
Oaxaca;20127;San Cristóbal Amoltepec;1
Oaxaca;20128;San Cristóbal Lachirioag;0
Oaxaca;20129;San Cristóbal Suchixtlahuaca;0
Oaxaca;20130;San Dionisio del Mar;3
Oaxaca;20131;San Dionisio Ocotepec;3
Oaxaca;20132;San Dionisio Ocotlán;5
Oaxaca;20133;San Esteban Atatlahuca;0
Oaxaca;20134;San Felipe Jalapa de Díaz;21
Oaxaca;20135;San Felipe Tejalápam;5
Oaxaca;20136;San Felipe Usila;3
Oaxaca;20137;San Francisco Cahuacuá;1
Oaxaca;20138;San Francisco Cajonos;0
Oaxaca;20139;San Francisco Chapulapa;1
Oaxaca;20140;San Francisco Chindúa;0
Oaxaca;20141;San Francisco del Mar;5
Oaxaca;20142;San Francisco Huehuetlán;0
Oaxaca;20143;San Francisco Ixhuatán;13
Oaxaca;20144;San Francisco Jaltepetongo;0
Oaxaca;20145;San Francisco Lachigoló;26
Oaxaca;20146;San Francisco Logueche;0
Oaxaca;20147;San Francisco Nuxaño;0
Oaxaca;20148;San Francisco Ozolotepec;0
Oaxaca;20149;San Francisco Sola;4
Oaxaca;20150;San Francisco Telixtlahuaca;26
Oaxaca;20151;San Francisco Teopan;0
Oaxaca;20152;San Francisco Tlapancingo;2
Oaxaca;20153;San Gabriel Mixtepec;7
Oaxaca;20154;San Ildefonso Amatlán;3
Oaxaca;20155;San Ildefonso Sola;1
Oaxaca;20156;San Ildefonso Villa Alta;13
Oaxaca;20157;San Jacinto Amilpas;55
Oaxaca;20158;San Jacinto Tlacotepec;2
Oaxaca;20159;San Jerónimo Coatlán;0
Oaxaca;20160;San Jerónimo Silacayoapilla;4
Oaxaca;20161;San Jerónimo Sosola;2
Oaxaca;20162;San Jerónimo Taviche;0
Oaxaca;20163;San Jerónimo Tecóatl;1
Oaxaca;20164;San Jorge Nuchita;1
Oaxaca;20165;San José Ayuquila;0
Oaxaca;20166;San José Chiltepec;26
Oaxaca;20167;San José del Peñasco;2
Oaxaca;20168;San José Estancia Grande;2
Oaxaca;20169;San José Independencia;2
Oaxaca;20170;San José Lachiguiri;1
Oaxaca;20171;San José Tenango;2
Oaxaca;20172;San Juan Achiutla;0
Oaxaca;20173;San Juan Atepec;1
Oaxaca;20174;Ánimas Trujano;19
Oaxaca;20175;San Juan Bautista Atatlahuca;3
Oaxaca;20176;San Juan Bautista Coixtlahuaca;5
Oaxaca;20177;San Juan Bautista Cuicatlán;28
Oaxaca;20178;San Juan Bautista Guelache;14
Oaxaca;20179;San Juan Bautista Jayacatlán;1
Oaxaca;20180;San Juan Bautista Lo de Soto;4
Oaxaca;20181;San Juan Bautista Suchitepec;0
Oaxaca;20182;San Juan Bautista Tlacoatzintepec;7
Oaxaca;20183;San Juan Bautista Tlachichilco;0
Oaxaca;20184;San Juan Bautista Tuxtepec;460
Oaxaca;20185;San Juan Cacahuatepec;13
Oaxaca;20186;San Juan Cieneguilla;0
Oaxaca;20187;San Juan Coatzóspam;0
Oaxaca;20188;San Juan Colorado;4
Oaxaca;20189;San Juan Comaltepec;1
Oaxaca;20190;San Juan Cotzocón;29
Oaxaca;20191;San Juan Chicomezúchil;0
Oaxaca;20192;San Juan Chilateca;5
Oaxaca;20193;San Juan del Estado;5
Oaxaca;20194;San Juan del Río;0
Oaxaca;20195;San Juan Diuxi;1
Oaxaca;20196;San Juan Evangelista Analco;1
Oaxaca;20197;San Juan Guelavía;9
Oaxaca;20198;San Juan Guichicovi;32
Oaxaca;20199;San Juan Ihualtepec;0
Oaxaca;20200;San Juan Juquila Mixes;3
Oaxaca;20201;San Juan Juquila Vijanos;1
Oaxaca;20202;San Juan Lachao;4
Oaxaca;20203;San Juan Lachigalla;3
Oaxaca;20204;San Juan Lajarcia;1
Oaxaca;20205;San Juan Lalana;8
Oaxaca;20206;San Juan de los Cués;5
Oaxaca;20207;San Juan Mazatlán;7
Oaxaca;20208;San Juan Mixtepec;2
Oaxaca;20209;San Juan Mixtepec;0
Oaxaca;20210;San Juan Ñumí;5
Oaxaca;20211;San Juan Ozolotepec;1
Oaxaca;20212;San Juan Petlapa;0
Oaxaca;20213;San Juan Quiahije;3
Oaxaca;20214;San Juan Quiotepec;3
Oaxaca;20215;San Juan Sayultepec;0
Oaxaca;20216;San Juan Tabaá;0
Oaxaca;20217;San Juan Tamazola;5
Oaxaca;20218;San Juan Teita;0
Oaxaca;20219;San Juan Teitipac;3
Oaxaca;20220;San Juan Tepeuxila;1
Oaxaca;20221;San Juan Teposcolula;2
Oaxaca;20222;San Juan Yaeé;0
Oaxaca;20223;San Juan Yatzona;0
Oaxaca;20224;San Juan Yucuita;0
Oaxaca;20225;San Lorenzo;10
Oaxaca;20226;San Lorenzo Albarradas;3
Oaxaca;20227;San Lorenzo Cacaotepec;37
Oaxaca;20228;San Lorenzo Cuaunecuiltitla;1
Oaxaca;20229;San Lorenzo Texmelúcan;3
Oaxaca;20230;San Lorenzo Victoria;1
Oaxaca;20231;San Lucas Camotlán;1
Oaxaca;20232;San Lucas Ojitlán;24
Oaxaca;20233;San Lucas Quiaviní;1
Oaxaca;20234;San Lucas Zoquiápam;2
Oaxaca;20235;San Luis Amatlán;1
Oaxaca;20236;San Marcial Ozolotepec;0
Oaxaca;20237;San Marcos Arteaga;1
Oaxaca;20238;Heroico San Martín de los Cansecos;1
Oaxaca;20239;San Martín Huamelúlpam;2
Oaxaca;20240;San Martín Itunyoso;3
Oaxaca;20241;San Martín Lachilá;0
Oaxaca;20242;San Martín Peras;4
Oaxaca;20243;San Martín Tilcajete;3
Oaxaca;20244;San Martín Toxpalan;5
Oaxaca;20245;San Martín Zacatepec;6
Oaxaca;20246;San Mateo Cajonos;2
Oaxaca;20247;Capulálpam de Méndez;1
Oaxaca;20248;San Mateo del Mar;4
Oaxaca;20249;San Mateo Yoloxochitlán;1
Oaxaca;20250;San Mateo Etlatongo;1
Oaxaca;20251;San Mateo Nejápam;1
Oaxaca;20252;San Mateo Peñasco;0
Oaxaca;20253;San Mateo Piñas;1
Oaxaca;20254;San Mateo Río Hondo;7
Oaxaca;20255;San Mateo Sindihui;1
Oaxaca;20256;San Mateo Tlapiltepec;0
Oaxaca;20257;San Melchor Betaza;0
Oaxaca;20258;San Miguel Achiutla;0
Oaxaca;20259;San Miguel Ahuehuetitlán;3
Oaxaca;20260;San Miguel Aloápam;3
Oaxaca;20261;San Miguel Amatitlán;9
Oaxaca;20262;San Miguel Amatlán;2
Oaxaca;20263;San Miguel Coatlán;2
Oaxaca;20264;San Miguel Chicahua;0
Oaxaca;20265;San Miguel Chimalapa;1
Oaxaca;20266;San Miguel del Puerto;16
Oaxaca;20267;San Miguel del Río;0
Oaxaca;20268;San Miguel Ejutla;1
Oaxaca;20269;San Miguel el Grande;2
Oaxaca;20270;San Miguel Huautla;0
Oaxaca;20271;San Miguel Mixtepec;0
Oaxaca;20272;San Miguel Panixtlahuaca;14
Oaxaca;20273;San Miguel Peras;3
Oaxaca;20274;San Miguel Piedras;0
Oaxaca;20275;San Miguel Quetzaltepec;4
Oaxaca;20276;San Miguel Santa Flor;0
Oaxaca;20277;Villa Sola de Vega;13
Oaxaca;20278;San Miguel Soyaltepec;53
Oaxaca;20279;San Miguel Suchixtepec;0
Oaxaca;20280;Villa Talea de Castro;1
Oaxaca;20281;San Miguel Tecomatlán;0
Oaxaca;20282;San Miguel Tenango;0
Oaxaca;20283;San Miguel Tequixtepec;0
Oaxaca;20284;San Miguel Tilquiápam;3
Oaxaca;20285;San Miguel Tlacamama;4
Oaxaca;20286;San Miguel Tlacotepec;2
Oaxaca;20287;San Miguel Tulancingo;0
Oaxaca;20288;San Miguel Yotao;0
Oaxaca;20289;San Nicolás;1
Oaxaca;20290;San Nicolás Hidalgo;1
Oaxaca;20291;San Pablo Coatlán;7
Oaxaca;20292;San Pablo Cuatro Venados;1
Oaxaca;20293;San Pablo Etla;34
Oaxaca;20294;San Pablo Huitzo;25
Oaxaca;20295;San Pablo Huixtepec;18
Oaxaca;20296;San Pablo Macuiltianguis;0
Oaxaca;20297;San Pablo Tijaltepec;0
Oaxaca;20298;San Pablo Villa de Mitla;27
Oaxaca;20299;San Pablo Yaganiza;0
Oaxaca;20300;San Pedro Amuzgos;6
Oaxaca;20301;San Pedro Apóstol;4
Oaxaca;20302;San Pedro Atoyac;5
Oaxaca;20303;San Pedro Cajonos;0
Oaxaca;20304;San Pedro Coxcaltepec Cántaros;0
Oaxaca;20305;San Pedro Comitancillo;10
Oaxaca;20306;San Pedro el Alto;4
Oaxaca;20307;San Pedro Huamelula;7
Oaxaca;20308;San Pedro Huilotepec;3
Oaxaca;20309;San Pedro Ixcatlán;5
Oaxaca;20310;San Pedro Ixtlahuaca;41
Oaxaca;20311;San Pedro Jaltepetongo;0
